@RELATION MetaCritic

@ATTRIBUTE year	INTEGER
@ATTRIBUTE rating	{EC,E,E10,T,M,AO,RP}
@ATTRIBUTE genre	{Action,ActionAdventure,Adventure,Driving,Fighting,MMO,Platformer,Party,Puzzle,RPG,Shooter,Sports,Simulation,Strategy,Misc}
@ATTRIBUTE score	REAL
@ATTRIBUTE userScore	REAL
@ATTRIBUTE class	{PC,Console}

@DATA
2008,T,Adventure,0.67,0,PC
2008,?,?,0.67,8.2,PC
2008,?,Puzzle,0.67,7.7,PC
2008,T,Adventure,0.67,0,PC
2008,M,Shooter,0.67,7.2,PC
2008,T,Strategy,0.66,8,PC
2008,T,Strategy,0.66,5.4,PC
2008,E10,ActionAdventure,0.65,0,PC
2008,T,?,0.65,6.9,PC
2008,T,Driving,0.65,4.3,PC
2008,E,Driving,0.65,0,PC
2008,M,Shooter,0.65,7.9,PC
2008,E,Strategy,0.65,0,PC
2008,E10,Strategy,0.65,8.2,PC
2008,M,Strategy,0.65,0,PC
2008,T,Adventure,0.65,7.4,PC
2008,M,ActionAdventure,0.64,6.9,PC
2008,?,?,0.64,8.6,PC
2008,E10,Adventure,0.64,9.3,PC
2008,T,Adventure,0.63,6,PC
2008,?,Adventure,0.63,0,PC
2008,?,?,0.63,7.7,PC
2008,E10,Strategy,0.63,7.7,PC
2008,E10,Adventure,0.63,0,PC
2008,T,Strategy,0.63,6.2,PC
2008,E,Simulation,0.62,9.5,PC
2008,?,Strategy,0.62,0,PC
2008,M,Strategy,0.62,7.4,PC
2008,E10,Adventure,0.62,0,PC
2008,E10,Strategy,0.62,3.5,PC
2008,E10,?,0.62,3.5,PC
2008,E10,Adventure,0.61,0,PC
2008,?,?,0.61,0,PC
2008,T,Strategy,0.6,6.8,PC
2008,T,RPG,0.6,6.3,PC
2008,T,Sports,0.6,4.5,PC
2008,M,ActionAdventure,0.59,8.2,PC
2008,M,RPG,0.59,7.5,PC
2008,E10,?,0.58,0,PC
2008,E,Platformer,0.58,0,PC
2008,M,Shooter,0.58,4.5,PC
2008,E,Strategy,0.58,6.8,PC
2008,M,RPG,0.57,6.3,PC
2008,E10,Action,0.57,7.5,PC
2008,E10,Simulation,0.55,0,PC
2008,M,ActionAdventure,0.55,4.9,PC
2008,?,Strategy,0.54,0,PC
2008,E10,Strategy,0.53,5.8,PC
2008,T,Adventure,0.53,2,PC
2008,M,Adventure,0.53,2.3,PC
2008,T,Shooter,0.53,5.8,PC
2008,T,Action,0.52,8.1,PC
2008,T,ActionAdventure,0.52,6.4,PC
2008,E,Sports,0.52,3.9,PC
2008,M,Strategy,0.52,0,PC
2008,E10,?,0.51,6.8,PC
2008,T,Fighting,0.51,8.3,PC
2008,T,Adventure,0.5,5.2,PC
2008,M,Shooter,0.5,6.6,PC
2008,?,Strategy,0.49,0,PC
2008,E,?,0.48,8.4,PC
2008,E10,Strategy,0.45,0,PC
2008,?,Strategy,0.45,8,PC
2008,T,?,0.44,3.9,PC
2008,T,Fighting,0.43,0,PC
2008,T,Strategy,0.42,4.2,PC
2008,E10,Strategy,0.41,6.9,PC
2008,T,Shooter,0.39,4.1,PC
2008,E,?,0.39,0,PC
2008,M,?,0.36,3,PC
2008,T,Action,0.33,2.9,PC
2008,T,Action,0.32,2.2,PC
2008,M,?,0.32,5.7,PC
2008,E,?,0.22,1.1,PC
2007,M,Shooter,0.96,9.5,PC
2007,M,Shooter,0.96,8,PC
2007,M,Shooter,0.92,8.7,PC
2007,M,Shooter,0.92,9.4,PC
2007,M,Shooter,0.91,7.8,PC
2007,T,MMO,0.91,6.8,PC
2007,?,Strategy,0.91,8.7,PC
2007,T,Shooter,0.9,9.6,PC
2007,M,Shooter,0.9,9.3,PC
2007,T,Strategy,0.89,7.9,PC
2007,M,Strategy,0.87,8.6,PC
2007,M,Shooter,0.87,8.1,PC
2007,E10,Strategy,0.86,8.1,PC
2007,E10,Strategy,0.86,8.6,PC
2007,E,?,0.86,8.8,PC
2007,T,MMO,0.86,8.4,PC
2007,T,Simulation,0.86,9.1,PC
2007,M,RPG,0.86,8.6,PC
2007,T,Strategy,0.85,7.8,PC
2007,T,Strategy,0.85,8.7,PC
2007,E,?,0.85,8.4,PC
2007,E10,Puzzle,0.84,8.5,PC
2007,E,Driving,0.84,6.8,PC
2007,T,Shooter,0.84,8.3,PC
2007,?,?,0.83,7.7,PC
2007,M,Shooter,0.83,8.1,PC
2007,T,ActionAdventure,0.83,7.9,PC
2007,E,Driving,0.83,9.4,PC
2007,T,MMO,0.83,8.6,PC
2007,E,Strategy,0.83,7.6,PC
2007,?,Adventure,0.82,9.2,PC
2007,T,RPG,0.82,8.9,PC
2007,?,?,0.82,9.5,PC
2007,M,Shooter,0.82,8.2,PC
2007,T,Adventure,0.82,9.4,PC
2007,E10,Simulation,0.82,7.4,PC
2007,E10,Strategy,0.81,9.6,PC
2007,M,RPG,0.81,9.2,PC
2007,M,RPG,0.81,8.5,PC
2007,T,ActionAdventure,0.81,8.4,PC
2007,T,Strategy,0.81,8.6,PC
2007,?,Adventure,0.8,7.9,PC
2007,T,RPG,0.8,9.1,PC
2007,T,Driving,0.79,8.9,PC
2007,T,Simulation,0.79,6,PC
2007,E10,Strategy,0.79,9.5,PC
2007,?,?,0.79,8.5,PC
2007,T,Adventure,0.79,7,PC
2007,T,Party,0.79,5.8,PC
2007,M,Shooter,0.79,8.2,PC
2007,T,RPG,0.79,8.7,PC
2007,E,Adventure,0.79,0,PC
2007,T,Misc,0.78,8.5,PC
2007,E,Misc,0.78,7.9,PC
2007,T,Shooter,0.78,6.9,PC
2007,T,MMO,0.78,8,PC
2007,?,Adventure,0.77,0,PC
2007,T,Strategy,0.77,8.4,PC
2007,E,Sports,0.77,6,PC
2007,M,Shooter,0.77,6.4,PC
2007,T,Shooter,0.77,9.8,PC
2007,T,Strategy,0.76,7.5,PC
2007,T,Shooter,0.76,7.6,PC
2007,E,Shooter,0.76,9,PC
2007,T,Shooter,0.76,7.1,PC
2007,M,ActionAdventure,0.76,6.4,PC
2007,?,RPG,0.75,7.6,PC
2007,E,Strategy,0.75,8.3,PC
2007,T,?,0.75,0,PC
2007,T,Misc,0.75,0,PC
2007,E,Sports,0.75,5.8,PC
2007,E,Driving,0.74,8.6,PC
2007,E,Puzzle,0.74,9.1,PC
2007,E,Sports,0.74,6,PC
2007,M,Shooter,0.74,8,PC
2007,T,Adventure,0.74,0,PC
2007,?,Adventure,0.74,8.2,PC
2007,T,Misc,0.74,7.7,PC
2007,?,?,0.73,0,PC
2007,E,Puzzle,0.73,7.3,PC
2007,T,Strategy,0.73,7.2,PC
2007,T,Adventure,0.73,7.1,PC
2007,M,Strategy,0.73,8.7,PC
2007,E,Adventure,0.73,0,PC
2007,T,Misc,0.72,7.5,PC
2007,M,Adventure,0.72,7.2,PC
2007,M,Shooter,0.72,8,PC
2007,T,Simulation,0.72,0,PC
2007,M,Shooter,0.72,5.2,PC
2007,T,Strategy,0.71,8.5,PC
2007,?,?,0.71,0,PC
2007,M,Shooter,0.71,8.2,PC
2007,M,RPG,0.7,6.2,PC
2007,E10,Strategy,0.7,7.8,PC
2007,E10,Driving,0.7,5,PC
2007,E,Action,0.7,0,PC
2007,E,Strategy,0.7,8.5,PC
2007,E,Sports,0.7,7.3,PC
2007,E10,?,0.7,0,PC
2007,T,Strategy,0.7,8.5,PC
2007,E10,ActionAdventure,0.69,0,PC
2007,E,Sports,0.69,8.4,PC
2007,M,ActionAdventure,0.69,7.6,PC
2007,T,MMO,0.68,7.1,PC
2007,E10,Strategy,0.68,7.5,PC
2007,T,Strategy,0.68,9.5,PC
2007,?,RPG,0.68,8.9,PC
2007,?,?,0.68,0,PC
2007,M,Action,0.67,8.4,PC
2007,T,Strategy,0.67,8.8,PC
2007,M,Shooter,0.67,7.2,PC
2007,M,Shooter,0.67,4.9,PC
2007,T,Misc,0.67,7.9,PC
2007,?,?,0.67,4.8,PC
2007,T,Adventure,0.67,8.7,PC
2007,E,Sports,0.67,3.8,PC
2007,M,Strategy,0.66,8.3,PC
2007,T,Shooter,0.66,7.3,PC
2007,T,?,0.66,6.3,PC
2007,E10,Strategy,0.66,7.4,PC
2007,T,MMO,0.66,8.1,PC
2007,E10,ActionAdventure,0.65,0,PC
2007,E,Simulation,0.65,0,PC
2007,M,RPG,0.65,6.8,PC
2007,E10,Sports,0.65,4.9,PC
2007,M,Shooter,0.65,7,PC
2007,T,Simulation,0.64,6.4,PC
2007,E10,ActionAdventure,0.63,8.8,PC
2007,M,Adventure,0.63,6.8,PC
2007,E,?,0.63,0,PC
2007,T,Strategy,0.63,8,PC
2007,M,ActionAdventure,0.63,7.2,PC
2007,E10,Strategy,0.63,4.4,PC
2007,E,Strategy,0.63,0,PC
2007,T,Strategy,0.62,2.9,PC
2007,T,RPG,0.62,6.2,PC
2007,T,Platformer,0.62,5.4,PC
2007,?,?,0.62,6.7,PC
2007,M,RPG,0.62,0,PC
2007,E10,Sports,0.62,0,PC
2007,T,Simulation,0.62,5.8,PC
2007,M,Shooter,0.61,8.2,PC
2007,T,Driving,0.61,4.9,PC
2007,M,RPG,0.61,6.7,PC
2007,E,Sports,0.61,5.3,PC
2007,?,Simulation,0.61,7,PC
2007,M,Shooter,0.61,8.3,PC
2007,M,Driving,0.61,7.8,PC
2007,T,Puzzle,0.6,0,PC
2007,E10,MMO,0.6,7.4,PC
2007,E,Adventure,0.6,0,PC
2007,E10,?,0.6,0,PC
2007,T,Shooter,0.6,4.8,PC
2007,T,Simulation,0.6,0,PC
2007,M,Strategy,0.59,6.6,PC
2007,T,Shooter,0.59,0,PC
2007,M,?,0.59,6.5,PC
2007,T,Simulation,0.58,4.8,PC
2007,?,?,0.58,0,PC
2007,T,?,0.58,6.4,PC
2007,T,RPG,0.58,0,PC
2007,T,Strategy,0.58,5.6,PC
2007,T,Adventure,0.57,0,PC
2007,T,Strategy,0.57,0,PC
2007,T,ActionAdventure,0.57,7.3,PC
2007,T,Strategy,0.57,6.3,PC
2007,E10,Action,0.57,0,PC
2007,T,Strategy,0.56,8.3,PC
2007,T,Adventure,0.56,4.4,PC
2007,E10,Fighting,0.55,7.8,PC
2007,T,Strategy,0.55,0,PC
2007,?,?,0.55,6.1,PC
2007,T,ActionAdventure,0.55,4.9,PC
2007,T,MMO,0.55,4.7,PC
2007,E,Adventure,0.54,0,PC
2007,T,Shooter,0.53,6.1,PC
2007,M,ActionAdventure,0.53,9.3,PC
2007,T,RPG,0.53,7.3,PC
2007,E,Strategy,0.53,0,PC
2007,T,Adventure,0.52,5.3,PC
2007,M,RPG,0.52,5.8,PC
2007,T,Adventure,0.51,7,PC
2007,E10,Strategy,0.51,3,PC
2007,?,Sports,0.5,0,PC
2007,T,Strategy,0.5,3.2,PC
2007,M,Shooter,0.5,5,PC
2007,T,Simulation,0.49,3,PC
2007,T,ActionAdventure,0.48,2,PC
2007,T,Adventure,0.48,0,PC
2007,T,Misc,0.48,5.9,PC
2007,T,Strategy,0.46,0,PC
2007,?,?,0.46,7.5,PC
2007,M,Shooter,0.45,4.8,PC
2007,E,Shooter,0.45,0,PC
2007,M,ActionAdventure,0.44,0,PC
2007,E10,Adventure,0.44,0,PC
2007,M,ActionAdventure,0.44,4.5,PC
2007,T,Strategy,0.44,9,PC
2007,T,?,0.42,2.3,PC
2007,M,ActionAdventure,0.4,5.5,PC
2007,E10,Adventure,0.39,5,PC
2007,T,Strategy,0.38,2.6,PC
2007,E,Strategy,0.35,3,PC
2007,M,Shooter,0.34,5.1,PC
2007,M,Shooter,0.34,0,PC
2007,M,Shooter,0.27,3.9,PC
2007,E10,ActionAdventure,0.26,2.8,PC
2007,T,Strategy,0.25,2.6,PC
2009,E,Party,0.46,4.2,Console
2008,E10,Shooter,0.69,5.3,Console
2010,E,?,0.82,8.2,Console
2009,?,Sports,0.66,7.3,Console
2010,E10,RPG,0.77,7.8,Console
2010,E,?,?,?,Console
2011,E,?,?,?,Console
2009,M,Shooter,0.72,7.3,Console
2008,T,Party,0.6,6,Console
2011,RP,?,0.61,0,Console
2011,T,Misc,?,?,Console
2009,E10,Adventure,0.63,6.6,Console
2009,M,Fighting,0.65,7,Console
2010,E10,Simulation,0.75,6.2,Console
2008,E,Party,0.74,6.9,Console
2011,RP,Simulation,0.51,0,Console
2011,E,?,0.69,0,Console
2011,M,ActionAdventure,0.7,8.1,Console
2010,T,ActionAdventure,0.69,0,Console
2011,T,?,0.64,0,Console
2010,?,?,0.71,0,Console
2011,E10,Action,0.81,0,Console
2010,M,Action,0.65,7.7,Console
2007,E,Sports,0.73,8.1,Console
2008,M,ActionAdventure,0.69,5.7,Console
2010,E,Shooter,?,?,Console
2010,M,RPG,0.64,6.9,Console
2010,T,Driving,0.59,0,Console
2010,T,?,0.66,0,Console
2010,E,?,?,?,Console
2007,E,Action,?,?,Console
2011,M,RPG,0.6,4.8,Console
2011,T,Misc,0.74,8.2,Console
2011,RP,?,?,?,Console
2011,M,Driving,0.62,0,Console
2007,T,Simulation,0.65,8.3,Console
2008,T,Simulation,0.62,9.1,Console
2008,M,Shooter,0.74,7.9,Console
2010,M,Shooter,0.74,7.1,Console
2010,M,?,?,?,Console
2010,T,Misc,?,?,Console
2007,M,ActionAdventure,0.81,7.7,Console
2009,M,ActionAdventure,0.91,8.3,Console
2010,?,?,0.67,0,Console
2010,M,?,0.58,6.3,Console
2010,M,ActionAdventure,0.9,8.1,Console
2011,M,ActionAdventure,0.76,7.6,Console
2011,RP,?,?,?,Console
2010,T,Shooter,?,?,Console
2009,E,?,?,?,Console
2010,T,RPG,0.65,4.7,Console
2011,T,RPG,?,?,Console
2010,E,?,0.79,0,Console
2011,T,ActionAdventure,0.75,6.6,Console
2011,T,?,?,?,Console
2011,T,?,0.76,0,Console
2011,T,ActionAdventure,?,?,Console
2011,T,ActionAdventure,?,?,Console
2010,E,?,0.58,7.1,Console
2008,E,Driving,0.61,4,Console
2009,E,?,0.63,0,Console
2010,E10,?,0.5,0,Console
2009,E10,Party,0.76,6.1,Console
2010,E,?,?,?,Console
2009,T,ActionAdventure,0.91,9,Console
2011,T,ActionAdventure,?,?,Console
2011,T,?,?,?,Console
2009,T,Misc,0.67,0,Console
2011,T,?,0.46,0,Console
2009,T,Shooter,0.84,8.2,Console
2011,RP,?,?,?,Console
2011,?,?,?,?,Console
2008,T,Shooter,0.84,8.3,Console
2010,M,Shooter,0.88,8.6,Console
2010,?,?,?,?,Console
2010,M,?,?,?,Console
2010,M,?,0.88,7.7,Console
2010,M,Fighting,0.87,7.5,Console
2010,E,Party,0.67,0,Console
2008,E,Sports,0.58,6.1,Console
2009,E,Puzzle,0.74,7.6,Console
2010,E10,?,?,?,Console
2011,RP,?,?,?,Console
2007,M,ActionAdventure,0.51,5.2,Console
2011,T,?,0.83,8.2,Console
2009,M,Adventure,0.71,8.5,Console
2008,M,Platformer,0.87,8.8,Console
2011,T,Platformer,0.63,4.9,Console
2008,M,Shooter,0.94,8.2,Console
2010,M,Shooter,0.88,8.6,Console
2010,M,?,0.81,8.2,Console
2010,M,Shooter,?,?,Console
2010,M,?,?,?,Console
2010,T,?,0.63,6.6,Console
2007,T,Shooter,0.56,6.3,Console
2010,T,Adventure,0.59,0,Console
2007,T,Fighting,0.58,8.6,Console
2009,T,Misc,0.87,9,Console
2010,T,Misc,0.87,8.6,Console
2007,T,Simulation,0.7,8.1,Console
2011,T,Fighting,0.61,5.3,Console
2010,E,Action,?,?,Console
2008,M,Sports,0.62,9,Console
2010,E,Puzzle,0.76,0,Console
2010,M,Driving,0.47,0,Console
2011,T,?,?,?,Console
2010,E10,Puzzle,?,?,Console
2010,E10,?,0.81,8.2,Console
2011,M,?,0.52,0,Console
2008,E10,Adventure,0.59,0,Console
2009,E,Puzzle,0.81,9.2,Console
2009,M,Shooter,0.83,8.2,Console
2010,?,?,0.74,0,Console
2010,M,?,?,?,Console
2010,M,?,0.56,4.8,Console
2010,?,?,0.85,7.6,Console
2009,M,Shooter,0.82,7.2,Console
2009,E10,Platformer,0.93,7.4,Console
2009,?,?,?,?,Console
2011,T,Shooter,0.72,6.1,Console
2011,T,?,?,?,Console
2008,M,Shooter,0.76,8.3,Console
2010,E,Sports,0.47,0,Console
2009,M,Action,0.83,7.9,Console
2011,M,Shooter,0.83,7.5,Console
2011,?,?,?,?,Console
2009,M,Shooter,0.76,8.1,Console
2011,E10,Driving,?,?,Console
2008,E10,Driving,0.87,7.5,Console
2009,?,?,?,?,Console
2009,?,?,?,?,Console
2009,?,?,?,?,Console
2009,?,?,?,?,Console
2009,?,?,?,?,Console
2009,?,?,?,?,Console
2009,E,Misc,?,?,Console
2008,T,Misc,0.8,7.2,Console
2009,T,Misc,0.8,8.4,Console
2009,T,Sports,?,?,Console
2011,T,Sports,?,?,Console
2008,T,Sports,0.39,0,Console
2010,T,?,0.6,0,Console
2010,T,?,?,?,Console
2009,T,Sports,?,?,Console
2011,?,?,?,?,Console
2011,RP,?,?,?,Console
2007,M,Shooter,0.94,8.8,Console
2009,T,Shooter,0.78,7.2,Console
2010,M,?,?,?,Console
2010,M,Shooter,0.88,5.7,Console
2011,M,?,0.79,7.8,Console
2011,M,?,?,?,Console
2011,?,?,?,?,Console
2009,M,Shooter,0.94,5.8,Console
2010,M,?,?,?,Console
2010,M,?,?,?,Console
2011,RP,?,?,?,Console
2010,M,?,?,?,Console
2008,M,Shooter,0.85,7.3,Console
2009,M,Shooter,0.78,8.5,Console
2011,M,Shooter,0.45,6.7,Console
2007,E,Driving,0.74,8.1,Console
2011,T,Action,0.61,7.6,Console
2011,RP,Party,?,?,Console
2010,?,?,?,?,Console
2011,E10,Driving,0.74,6.5,Console
2007,E,?,0.63,0,Console
2009,E,Driving,0.61,0,Console
2010,T,Fighting,0.85,8.6,Console
2010,M,ActionAdventure,0.85,8.2,Console
2011,M,ActionAdventure,?,?,Console
2011,M,?,0.68,0,Console
2011,M,ActionAdventure,0.81,7.6,Console
2009,T,Shooter,0.71,9.1,Console
2011,RP,Sports,?,?,Console
2007,E,Driving,?,?,Console
2009,E10,Action,?,?,Console
2011,E10,Shooter,?,?,Console
2011,E,?,0.78,8,Console
2010,T,ActionAdventure,0.41,1.5,Console
2007,M,ActionAdventure,0.6,7.1,Console
2009,E,Adventure,0.66,6.3,Console
2007,E,Sports,0.81,8,Console
2007,E,Sports,0.82,0,Console
2011,T,?,?,?,Console
2009,E,Strategy,0.83,7.7,Console
2011,?,?,?,?,Console
2009,T,Strategy,0.75,6.6,Console
2007,M,ActionAdventure,0.69,7.7,Console
2008,M,ActionAdventure,0.82,8.7,Console
2008,M,Shooter,0.51,2.8,Console
2010,E10,?,0.77,7.2,Console
2010,E10,?,?,?,Console
2008,T,Shooter,0.78,9.3,Console
2010,E10,Driving,0.6,9,Console
2010,E,?,0.61,0,Console
2010,E10,?,0.52,0,Console
2009,E,Puzzle,0.87,9.6,Console
2009,T,RPG,0.52,8,Console
2011,M,Shooter,0.85,7.2,Console
2011,?,?,?,?,Console
2011,?,?,?,?,Console
2009,E,Simulation,0.63,7.8,Console
2010,M,Adventure,0.39,0,Console
2009,E,Puzzle,0.79,8.5,Console
2009,M,Shooter,0.36,2.7,Console
2011,E10,Party,?,?,Console
2011,?,Party,?,?,Console
2010,E10,Party,0.6,0,Console
2010,M,Fighting,0.75,7.4,Console
2010,M,?,0.72,0,Console
2008,M,Shooter,0.72,8.1,Console
2011,M,RPG,?,?,Console
2010,T,Action,0.59,6,Console
2010,?,?,?,?,Console
2010,M,ActionAdventure,0.82,8.3,Console
2011,E,Driving,?,?,Console
2011,T,MMO,0.67,7.4,Console
2011,E10,Adventure,0.74,7,Console
2011,T,Strategy,0.58,6.5,Console
2011,?,?,?,?,Console
2011,M,ActionAdventure,0.72,0,Console
2010,M,Shooter,0.77,7.4,Console
2010,M,ActionAdventure,0.8,7.1,Console
2011,M,ActionAdventure,?,?,Console
2008,M,Shooter,0.88,9.1,Console
2011,M,Shooter,0.89,8.1,Console
2011,M,?,0.65,6.9,Console
2010,M,Shooter,0.36,2.7,Console
2011,M,ActionAdventure,0.79,6.6,Console
2010,M,Shooter,0.6,5.6,Console
2010,E10,Sports,0.48,0,Console
2011,M,Misc,?,?,Console
2010,M,Misc,?,?,Console
2010,T,Driving,?,?,Console
2010,T,?,0.79,7.6,Console
2010,T,?,0.78,6.7,Console
2010,T,Party,0.75,0,Console
2007,M,Misc,0.68,5.3,Console
2011,T,Strategy,?,?,Console
2009,M,RPG,0.89,8.8,Console
2011,M,Shooter,0.89,8.7,Console
2008,M,Fighting,0.84,8.1,Console
2009,E,Action,?,?,Console
2009,E,Puzzle,0.65,0,Console
2007,E,Driving,0.83,9.2,Console
2009,T,Driving,0.87,8.1,Console
2011,T,Driving,0.87,7.9,Console
2008,T,Strategy,0.78,5.6,Console
2011,T,Strategy,?,?,Console
2008,E,?,0.54,3.5,Console
2009,E,?,?,?,Console
2010,E,?,0.72,0,Console
2010,E,Party,?,?,Console
2009,E,?,?,?,Console
2009,T,Party,0.86,8,Console
2010,T,?,0.86,8.6,Console
2011,M,RPG,0.82,3.9,Console
2011,M,?,0.66,3.3,Console
2011,?,?,?,?,Console
2011,?,?,?,?,Console
2009,M,RPG,0.87,7.6,Console
2010,M,RPG,0.8,7.2,Console
2010,M,?,?,?,Console
2010,M,RPG,?,?,Console
2010,?,?,0.67,5.6,Console
2010,M,?,?,?,Console
2009,?,?,?,?,Console
2010,M,?,?,?,Console
2009,?,?,?,?,Console
2010,M,RPG,0.61,5.4,Console
2008,T,Misc,0.71,8.2,Console
2011,?,?,?,?,Console
2009,T,Misc,0.57,8,Console
2010,T,Misc,0.6,6.7,Console
2012,RP,?,?,?,Console
2010,E10,Action,0.47,0,Console
2011,?,?,?,?,Console
2010,E,?,0.31,0,Console
2009,E,Driving,?,?,Console
2011,T,Driving,0.78,0,Console
2009,E,?,0.76,0,Console
2011,?,?,?,?,Console
2011,M,Shooter,0.51,4.4,Console
2011,T,?,0.67,7.9,Console
2011,T,RPG,0.71,5.7,Console
2011,T,RPG,0.53,0,Console
2008,T,Fighting,0.59,8.3,Console
2009,T,Fighting,0.62,7.8,Console
2011,T,?,0.57,7.5,Console
2011,?,?,?,?,Console
2007,T,Fighting,0.6,7.8,Console
2009,T,Fighting,0.54,7,Console
2011,T,Fighting,0.58,0,Console
2010,T,Fighting,0.64,6.8,Console
2010,E,Sports,0.78,6.5,Console
2010,T,?,0.77,6.9,Console
2011,T,Shooter,0.63,7.9,Console
2010,?,Platformer,0.7,0,Console
2009,T,Shooter,0.51,7.4,Console
2010,T,?,0.64,0,Console
2008,E,Puzzle,0.81,8.7,Console
2010,E,?,0.79,0,Console
2011,T,?,0.8,7.1,Console
2008,E,Platformer,0.7,7.4,Console
2011,T,Adventure,?,?,Console
2007,T,RPG,0.64,5.1,Console
2008,T,Shooter,0.6,5.6,Console
2010,T,ActionAdventure,0.8,7.5,Console
2010,T,?,0.79,0,Console
2010,T,?,?,?,Console
2008,T,RPG,0.8,7.2,Console
2011,T,Party,?,?,Console
2007,E,Shooter,0.83,7.7,Console
2011,E,?,0.65,0,Console
2009,E,Misc,0.7,9.1,Console
2011,E,Misc,?,?,Console
2010,E,Misc,0.7,6.7,Console
2007,M,Shooter,0.72,7.4,Console
2009,M,Shooter,0.79,8.4,Console
2011,M,Shooter,0.74,7.8,Console
2010,E,?,0.84,8,Console
2011,RP,?,?,?,Console
2008,T,Sports,0.53,4.3,Console
2011,E10,?,0.57,0,Console
2009,M,Action,0.53,6,Console
2008,M,RPG,0.9,7.8,Console
2009,M,RPG,?,?,Console
2009,M,RPG,0.81,7.8,Console
2009,M,RPG,?,?,Console
2009,M,RPG,?,?,Console
2009,M,RPG,0.75,6.8,Console
2009,M,RPG,0.73,5.6,Console
2010,M,RPG,0.82,7.4,Console
2011,M,?,?,?,Console
2011,M,?,0.68,6.8,Console
2011,M,?,?,?,Console
2011,M,RPG,0.66,6,Console
2011,M,?,?,?,Console
2011,M,?,0.81,6.4,Console
2010,?,?,?,?,Console
2007,T,Action,0.47,5.8,Console
2008,M,Shooter,0.85,7.4,Console
2011,RP,Shooter,0.43,0,Console
2009,T,Action,0.79,8.7,Console
2010,T,Misc,?,?,Console
2008,E10,Driving,0.63,0,Console
2010,E,Puzzle,?,?,Console
2008,E,Driving,0.71,7.4,Console
2010,?,?,?,?,Console
2007,E,Sports,0.81,7.7,Console
2008,E,Sports,0.87,7.9,Console
2009,E,?,0.91,7.8,Console
2010,E,?,0.89,8.2,Console
2011,RP,?,?,?,Console
2008,E,Sports,0.63,7,Console
2011,M,Sports,0.84,7.3,Console
2009,T,Sports,0.88,8.2,Console
2009,?,?,?,?,Console
2009,?,?,?,?,Console
2010,T,RPG,0.83,8.2,Console
2010,T,Fighting,0.79,6,Console
2010,M,Fighting,0.6,7.8,Console
2011,E,?,?,?,Console
2010,?,Action,0.82,0,Console
2009,E,?,0.71,0,Console
2007,E,Misc,0.71,8.1,Console
2009,E,Misc,0.87,9.1,Console
2007,T,ActionAdventure,0.75,8.4,Console
2007,?,?,?,?,Console
2008,?,?,?,?,Console
2008,?,?,?,?,Console
2007,?,?,?,?,Console
2008,?,?,?,?,Console
2008,?,?,?,?,Console
2007,E,Driving,0.74,8.9,Console
2008,T,Shooter,0.62,6.6,Console
2011,E10,?,?,?,Console
2010,E,Party,0.67,0,Console
2009,E,?,0.44,0,Console
2010,T,Shooter,0.58,6.6,Console
2009,E,Driving,0.67,7.6,Console
2010,E,?,0.73,6.6,Console
2009,E10,Action,0.68,6.5,Console
2009,T,Action,0.43,5.5,Console
2011,E,?,0.73,0,Console
2011,E10,Shooter,0.76,0,Console
2007,E,Action,?,?,Console
2008,?,Puzzle,0.73,0,Console
2010,E,?,0.73,0,Console
2011,RP,Party,?,?,Console
2011,E10,?,0.42,2.8,Console
2009,T,Action,0.78,8.4,Console
2007,E,Puzzle,0.62,0,Console
2007,E,Sports,?,?,Console
2008,E,Sports,0.42,3.5,Console
2009,M,?,0.91,9,Console
2010,M,ActionAdventure,0.92,8.7,Console
2011,M,Misc,0.86,0,Console
2011,T,?,?,?,Console
2008,M,Action,0.44,4.8,Console
2011,T,Shooter,?,?,Console
2010,E,?,0.84,7.5,Console
2008,E,Driving,0.8,7.5,Console
2008,M,ActionAdventure,0.98,7.5,Console
2010,M,ActionAdventure,?,?,Console
2010,M,?,0.87,8.2,Console
2010,M,Misc,?,?,Console
2010,M,ActionAdventure,0.88,7.9,Console
2009,E,Action,0.73,7.9,Console
2011,RP,Party,?,?,Console
2010,E,Strategy,0.78,6.6,Console
2010,T,?,0.76,6.2,Console
2011,T,ActionAdventure,0.61,7.9,Console
2011,E10,Shooter,0.55,0,Console
2008,E,Driving,0.87,8.5,Console
2007,E,Driving,0.67,0,Console
2010,E,?,0.68,0,Console
2009,E,Driving,0.7,8.7,Console
2009,T,Party,0.86,5.3,Console
2007,T,Party,0.83,7.8,Console
2008,T,Party,0.84,7.8,Console
2008,T,Party,0.7,4.6,Console
2009,T,Party,0.86,7.9,Console
2009,T,Party,0.73,0,Console
2009,T,Party,0.59,5,Console
2010,T,Party,0.74,6.3,Console
2010,E10,?,?,?,Console
2010,E10,?,?,?,Console
2009,E10,Shooter,0.71,9.4,Console
2008,T,Party,0.51,0,Console
2011,E,Adventure,0.71,0,Console
2010,E,?,0.61,6.8,Console
2009,E,?,?,?,Console
2011,T,?,0.76,7.9,Console
2010,T,?,0.38,0,Console
2011,T,Shooter,0.43,0,Console
2009,E10,ActionAdventure,0.66,7.3,Console
2007,E10,ActionAdventure,0.67,7.5,Console
2010,E,?,?,?,Console
2008,M,Shooter,0.55,6.8,Console
2007,T,Fighting,0.79,8.6,Console
2011,RP,Shooter,?,?,Console
2010,M,Adventure,0.87,6.7,Console
